Emotions,Path
angry,../Dataset/crema-d/1002_IOM_ANG_XX.wav
angry,../Dataset/crema-d/1007_IWW_ANG_XX.wav
sad,../Dataset/crema-d/1001_IEO_SAD_LO.wav
fear,../Dataset/crema-d/1006_IEO_FEA_LO.wav
happy,../Dataset/crema-d/1003_TAI_HAP_XX.wav
fear,../Dataset/crema-d/1006_TSI_FEA_XX.wav
happy,../Dataset/crema-d/1001_IEO_HAP_MD.wav
sad,../Dataset/crema-d/1001_TSI_SAD_XX.wav
happy,../Dataset/crema-d/1005_IEO_HAP_HI.wav
happy,../Dataset/crema-d/1010_IEO_HAP_HI.wav
neutral,../Dataset/crema-d/1007_TAI_NEU_XX.wav
angry,../Dataset/crema-d/1006_IWL_ANG_XX.wav
neutral,../Dataset/crema-d/1003_MTI_NEU_XX.wav
fear,../Dataset/crema-d/1001_IOM_FEA_XX.wav
sad,../Dataset/crema-d/1006_IOM_SAD_XX.wav
happy,../Dataset/crema-d/1007_MTI_HAP_XX.wav
fear,../Dataset/crema-d/1004_IWW_FEA_XX.wav
sad,../Dataset/crema-d/1003_IWW_SAD_XX.wav
neutral,../Dataset/crema-d/1008_TIE_NEU_XX.wav
neutral,../Dataset/crema-d/1003_DFA_NEU_XX.wav
happy,../Dataset/crema-d/1007_WSI_HAP_XX.wav
happy,../Dataset/crema-d/1007_DFA_HAP_XX.wav
angry,../Dataset/crema-d/1005_IEO_ANG_LO.wav
angry,../Dataset/crema-d/1010_IEO_ANG_LO.wav
neutral,../Dataset/crema-d/1003_WSI_NEU_XX.wav
fear,../Dataset/crema-d/1005_IWL_FEA_XX.wav
fear,../Dataset/crema-d/1010_IWL_FEA_XX.wav
disgust,../Dataset/crema-d/1009_IOM_DIS_XX.wav
sad,../Dataset/crema-d/1002_IWL_SAD_XX.wav
angry,../Dataset/crema-d/1005_TSI_ANG_XX.wav
angry,../Dataset/crema-d/1010_TSI_ANG_XX.wav
happy,../Dataset/crema-d/1003_ITS_HAP_XX.wav
disgust,../Dataset/crema-d/1001_IOM_DIS_XX.wav
neutral,../Dataset/crema-d/1007_ITS_NEU_XX.wav
disgust,../Dataset/crema-d/1004_IWW_DIS_XX.wav
happy,../Dataset/crema-d/1002_ITH_HAP_XX.wav
neutral,../Dataset/crema-d/1006_ITH_NEU_XX.wav
happy,../Dataset/crema-d/1004_TIE_HAP_XX.wav
fear,../Dataset/crema-d/1009_IOM_FEA_XX.wav
disgust,../Dataset/crema-d/1010_IWL_DIS_XX.wav
disgust,../Dataset/crema-d/1005_IWL_DIS_XX.wav
happy,../Dataset/crema-d/1009_IEO_HAP_MD.wav
sad,../Dataset/crema-d/1009_TSI_SAD_XX.wav
sad,../Dataset/crema-d/1009_IEO_SAD_LO.wav
disgust,../Dataset/crema-d/1006_IEO_DIS_LO.wav
disgust,../Dataset/crema-d/1006_TSI_DIS_XX.wav
angry,../Dataset/crema-d/1001_IWL_ANG_XX.wav
happy,../Dataset/crema-d/1002_IEO_HAP_HI.wav
sad,../Dataset/crema-d/1006_TSI_SAD_XX.wav
happy,../Dataset/crema-d/1006_IEO_HAP_MD.wav
fear,../Dataset/crema-d/1001_TSI_FEA_XX.wav
happy,../Dataset/crema-d/1004_TAI_HAP_XX.wav
fear,../Dataset/crema-d/1001_IEO_FEA_LO.wav
sad,../Dataset/crema-d/1006_IEO_SAD_LO.wav
disgust,../Dataset/crema-d/1009_IEO_DIS_LO.wav
angry,../Dataset/crema-d/1005_IOM_ANG_XX.wav
angry,../Dataset/crema-d/1010_IOM_ANG_XX.wav
disgust,../Dataset/crema-d/1009_TSI_DIS_XX.wav
angry,../Dataset/crema-d/1002_TSI_ANG_XX.wav
sad,../Dataset/crema-d/1010_IWL_SAD_XX.wav
sad,../Dataset/crema-d/1005_IWL_SAD_XX.wav
fear,../Dataset/crema-d/1002_IWL_FEA_XX.wav
neutral,../Dataset/crema-d/1008_ITS_NEU_XX.wav
neutral,../Dataset/crema-d/1004_WSI_NEU_XX.wav
angry,../Dataset/crema-d/1002_IEO_ANG_LO.wav
neutral,../Dataset/crema-d/1004_DFA_NEU_XX.wav
sad,../Dataset/crema-d/1004_IWW_SAD_XX.wav
fear,../Dataset/crema-d/1003_IWW_FEA_XX.wav
neutral,../Dataset/crema-d/1009_ITH_NEU_XX.wav
sad,../Dataset/crema-d/1001_IOM_SAD_XX.wav
fear,../Dataset/crema-d/1006_IOM_FEA_XX.wav
neutral,../Dataset/crema-d/1004_MTI_NEU_XX.wav
sad,../Dataset/crema-d/1009_IOM_SAD_XX.wav
disgust,../Dataset/crema-d/1002_IWL_DIS_XX.wav
happy,../Dataset/crema-d/1008_MTI_HAP_XX.wav
happy,../Dataset/crema-d/1003_TIE_HAP_XX.wav
neutral,../Dataset/crema-d/1001_ITH_NEU_XX.wav
neutral,../Dataset/crema-d/1007_TIE_NEU_XX.wav
happy,../Dataset/crema-d/1005_ITH_HAP_XX.wav
happy,../Dataset/crema-d/1010_ITH_HAP_XX.wav
disgust,../Dataset/crema-d/1003_IWW_DIS_XX.wav
happy,../Dataset/crema-d/1008_DFA_HAP_XX.wav
disgust,../Dataset/crema-d/1006_IOM_DIS_XX.wav
happy,../Dataset/crema-d/1004_ITS_HAP_XX.wav
disgust,../Dataset/crema-d/1001_TSI_DIS_XX.wav
disgust,../Dataset/crema-d/1001_IEO_DIS_LO.wav
angry,../Dataset/crema-d/1008_IWW_ANG_XX.wav
fear,../Dataset/crema-d/1009_IEO_FEA_LO.wav
fear,../Dataset/crema-d/1009_TSI_FEA_XX.wav
angry,../Dataset/crema-d/1009_IWL_ANG_XX.wav
neutral,../Dataset/crema-d/1008_TAI_NEU_XX.wav
happy,../Dataset/crema-d/1010_ITS_HAP_XX.wav
happy,../Dataset/crema-d/1005_ITS_HAP_XX.wav
disgust,../Dataset/crema-d/1007_IOM_DIS_XX.wav
neutral,../Dataset/crema-d/1001_ITS_NEU_XX.wav
happy,../Dataset/crema-d/1009_DFA_HAP_XX.wav
happy,../Dataset/crema-d/1009_WSI_HAP_XX.wav
disgust,../Dataset/crema-d/1002_IWW_DIS_XX.wav
happy,../Dataset/crema-d/1004_ITH_HAP_XX.wav
neutral,../Dataset/crema-d/1006_TIE_NEU_XX.wav
happy,../Dataset/crema-d/1002_TIE_HAP_XX.wav
sad,../Dataset/crema-d/1008_IOM_SAD_XX.wav
disgust,../Dataset/crema-d/1003_IWL_DIS_XX.wav
angry,../Dataset/crema-d/1008_IWL_ANG_XX.wav
neutral,../Dataset/crema-d/1009_TAI_NEU_XX.wav
fear,../Dataset/crema-d/1008_TSI_FEA_XX.wav
fear,../Dataset/crema-d/1008_IEO_FEA_LO.wav
angry,../Dataset/crema-d/1009_IWW_ANG_XX.wav
disgust,../Dataset/crema-d/1008_TSI_DIS_XX.wav
angry,../Dataset/crema-d/1004_IOM_ANG_XX.wav
disgust,../Dataset/crema-d/1008_IEO_DIS_LO.wav
angry,../Dataset/crema-d/1001_IWW_ANG_XX.wav
sad,../Dataset/crema-d/1007_IEO_SAD_LO.wav
happy,../Dataset/crema-d/1007_IEO_HAP_MD.wav
happy,../Dataset/crema-d/1003_IEO_HAP_HI.wav
sad,../Dataset/crema-d/1007_TSI_SAD_XX.wav
happy,../Dataset/crema-d/1010_TAI_HAP_XX.wav
happy,../Dataset/crema-d/1005_TAI_HAP_XX.wav
neutral,../Dataset/crema-d/1001_TAI_NEU_XX.wav
neutral,../Dataset/crema-d/1010_MTI_NEU_XX.wav
neutral,../Dataset/crema-d/1005_MTI_NEU_XX.wav
fear,../Dataset/crema-d/1007_IOM_FEA_XX.wav
happy,../Dataset/crema-d/1001_MTI_HAP_XX.wav
sad,../Dataset/crema-d/1005_IWW_SAD_XX.wav
sad,../Dataset/crema-d/1010_IWW_SAD_XX.wav
fear,../Dataset/crema-d/1002_IWW_FEA_XX.wav
neutral,../Dataset/crema-d/1008_ITH_NEU_XX.wav
happy,../Dataset/crema-d/1001_WSI_HAP_XX.wav
neutral,../Dataset/crema-d/1010_DFA_NEU_XX.wav
neutral,../Dataset/crema-d/1005_DFA_NEU_XX.wav
neutral,../Dataset/crema-d/1005_WSI_NEU_XX.wav
neutral,../Dataset/crema-d/1010_WSI_NEU_XX.wav
happy,../Dataset/crema-d/1001_DFA_HAP_XX.wav
angry,../Dataset/crema-d/1003_IEO_ANG_LO.wav
sad,../Dataset/crema-d/1004_IWL_SAD_XX.wav
fear,../Dataset/crema-d/1003_IWL_FEA_XX.wav
neutral,../Dataset/crema-d/1009_ITS_NEU_XX.wav
angry,../Dataset/crema-d/1003_TSI_ANG_XX.wav
disgust,../Dataset/crema-d/1004_IWL_DIS_XX.wav
fear,../Dataset/crema-d/1008_IOM_FEA_XX.wav
happy,../Dataset/crema-d/1010_TIE_HAP_XX.wav
happy,../Dataset/crema-d/1005_TIE_HAP_XX.wav
neutral,../Dataset/crema-d/1007_ITH_NEU_XX.wav
neutral,../Dataset/crema-d/1001_TIE_NEU_XX.wav
happy,../Dataset/crema-d/1003_ITH_HAP_XX.wav
disgust,../Dataset/crema-d/1005_IWW_DIS_XX.wav
disgust,../Dataset/crema-d/1010_IWW_DIS_XX.wav
neutral,../Dataset/crema-d/1006_ITS_NEU_XX.wav
happy,../Dataset/crema-d/1002_ITS_HAP_XX.wav
disgust,../Dataset/crema-d/1007_TSI_DIS_XX.wav
disgust,../Dataset/crema-d/1007_IEO_DIS_LO.wav
sad,../Dataset/crema-d/1008_IEO_SAD_LO.wav
sad,../Dataset/crema-d/1008_TSI_SAD_XX.wav
happy,../Dataset/crema-d/1008_IEO_HAP_MD.wav
neutral,../Dataset/crema-d/1006_TAI_NEU_XX.wav
angry,../Dataset/crema-d/1007_IWL_ANG_XX.wav
fear,../Dataset/crema-d/1007_TSI_FEA_XX.wav
happy,../Dataset/crema-d/1002_TAI_HAP_XX.wav
happy,../Dataset/crema-d/1004_IEO_HAP_HI.wav
fear,../Dataset/crema-d/1007_IEO_FEA_LO.wav
angry,../Dataset/crema-d/1006_IWW_ANG_XX.wav
angry,../Dataset/crema-d/1003_IOM_ANG_XX.wav
angry,../Dataset/crema-d/1004_TSI_ANG_XX.wav
disgust,../Dataset/crema-d/1008_IOM_DIS_XX.wav
fear,../Dataset/crema-d/1004_IWL_FEA_XX.wav
sad,../Dataset/crema-d/1003_IWL_SAD_XX.wav
angry,../Dataset/crema-d/1004_IEO_ANG_LO.wav
happy,../Dataset/crema-d/1006_DFA_HAP_XX.wav
neutral,../Dataset/crema-d/1002_WSI_NEU_XX.wav
neutral,../Dataset/crema-d/1002_DFA_NEU_XX.wav
happy,../Dataset/crema-d/1006_WSI_HAP_XX.wav
neutral,../Dataset/crema-d/1009_TIE_NEU_XX.wav
fear,../Dataset/crema-d/1010_IWW_FEA_XX.wav
fear,../Dataset/crema-d/1005_IWW_FEA_XX.wav
sad,../Dataset/crema-d/1002_IWW_SAD_XX.wav
happy,../Dataset/crema-d/1006_MTI_HAP_XX.wav
neutral,../Dataset/crema-d/1002_MTI_NEU_XX.wav
sad,../Dataset/crema-d/1007_IOM_SAD_XX.wav
sad,../Dataset/crema-d/1009_DFA_SAD_XX.wav
sad,../Dataset/crema-d/1009_WSI_SAD_XX.wav
disgust,../Dataset/crema-d/1006_MTI_DIS_XX.wav
fear,../Dataset/crema-d/1002_ITS_FEA_XX.wav
neutral,../Dataset/crema-d/1008_IWL_NEU_XX.wav
angry,../Dataset/crema-d/1009_TAI_ANG_XX.wav
sad,../Dataset/crema-d/1010_ITS_SAD_XX.wav
sad,../Dataset/crema-d/1005_ITS_SAD_XX.wav
happy,../Dataset/crema-d/1008_IOM_HAP_XX.wav
disgust,../Dataset/crema-d/1006_DFA_DIS_XX.wav
fear,../Dataset/crema-d/1003_ITH_FEA_XX.wav
neutral,../Dataset/crema-d/1009_IWW_NEU_XX.wav
sad,../Dataset/crema-d/1004_ITH_SAD_XX.wav
neutral,../Dataset/crema-d/1002_IEO_NEU_XX.wav
fear,../Dataset/crema-d/1005_TIE_FEA_XX.wav
fear,../Dataset/crema-d/1010_TIE_FEA_XX.wav
sad,../Dataset/crema-d/1002_TIE_SAD_XX.wav
disgust,../Dataset/crema-d/1006_WSI_DIS_XX.wav
angry,../Dataset/crema-d/1001_ITS_ANG_XX.wav
fear,../Dataset/crema-d/1008_IEO_FEA_MD.wav
disgust,../Dataset/crema-d/1002_TAI_DIS_XX.wav
disgust,../Dataset/crema-d/1004_IEO_DIS_HI.wav
angry,../Dataset/crema-d/1006_TIE_ANG_XX.wav
angry,../Dataset/crema-d/1008_ITH_ANG_XX.wav
disgust,../Dataset/crema-d/1008_IEO_DIS_MD.wav
angry,../Dataset/crema-d/1010_MTI_ANG_XX.wav
angry,../Dataset/crema-d/1005_MTI_ANG_XX.wav
sad,../Dataset/crema-d/1003_IEO_SAD_HI.wav
happy,../Dataset/crema-d/1007_TSI_HAP_XX.wav
sad,../Dataset/crema-d/1007_IEO_SAD_MD.wav
fear,../Dataset/crema-d/1002_TAI_FEA_XX.wav
fear,../Dataset/crema-d/1004_IEO_FEA_HI.wav
angry,../Dataset/crema-d/1009_ITS_ANG_XX.wav
sad,../Dataset/crema-d/1010_TAI_SAD_XX.wav
sad,../Dataset/crema-d/1005_TAI_SAD_XX.wav
neutral,../Dataset/crema-d/1003_TSI_NEU_XX.wav
angry,../Dataset/crema-d/1010_DFA_ANG_XX.wav
angry,../Dataset/crema-d/1005_DFA_ANG_XX.wav
happy,../Dataset/crema-d/1007_IEO_HAP_LO.wav
angry,../Dataset/crema-d/1005_WSI_ANG_XX.wav
angry,../Dataset/crema-d/1010_WSI_ANG_XX.wav
happy,../Dataset/crema-d/1005_IWW_HAP_XX.wav
happy,../Dataset/crema-d/1010_IWW_HAP_XX.wav
neutral,../Dataset/crema-d/1001_IWW_NEU_XX.wav
neutral,../Dataset/crema-d/1004_IOM_NEU_XX.wav
disgust,../Dataset/crema-d/1002_ITS_DIS_XX.wav
fear,../Dataset/crema-d/1006_MTI_FEA_XX.wav
sad,../Dataset/crema-d/1001_MTI_SAD_XX.wav
happy,../Dataset/crema-d/1004_IWL_HAP_XX.wav
angry,../Dataset/crema-d/1007_IEO_ANG_HI.wav
angry,../Dataset/crema-d/1003_IEO_ANG_MD.wav
angry,../Dataset/crema-d/1001_TAI_ANG_XX.wav
sad,../Dataset/crema-d/1001_WSI_SAD_XX.wav
disgust,../Dataset/crema-d/1010_TIE_DIS_XX.wav
disgust,../Dataset/crema-d/1005_TIE_DIS_XX.wav
fear,../Dataset/crema-d/1006_WSI_FEA_XX.wav
disgust,../Dataset/crema-d/1003_ITH_DIS_XX.wav
fear,../Dataset/crema-d/1006_DFA_FEA_XX.wav
sad,../Dataset/crema-d/1001_DFA_SAD_XX.wav
sad,../Dataset/crema-d/1010_TIE_SAD_XX.wav
disgust,../Dataset/crema-d/1001_WSI_DIS_XX.wav
sad,../Dataset/crema-d/1005_TIE_SAD_XX.wav
fear,../Dataset/crema-d/1002_TIE_FEA_XX.wav
sad,../Dataset/crema-d/1003_ITH_SAD_XX.wav
neutral,../Dataset/crema-d/1010_IEO_NEU_XX.wav
neutral,../Dataset/crema-d/1005_IEO_NEU_XX.wav
fear,../Dataset/crema-d/1004_ITH_FEA_XX.wav
disgust,../Dataset/crema-d/1001_DFA_DIS_XX.wav
sad,../Dataset/crema-d/1002_ITS_SAD_XX.wav
fear,../Dataset/crema-d/1005_ITS_FEA_XX.wav
fear,../Dataset/crema-d/1010_ITS_FEA_XX.wav
disgust,../Dataset/crema-d/1001_MTI_DIS_XX.wav
angry,../Dataset/crema-d/1008_IEO_ANG_HI.wav
fear,../Dataset/crema-d/1009_WSI_FEA_XX.wav
fear,../Dataset/crema-d/1009_DFA_FEA_XX.wav
angry,../Dataset/crema-d/1007_ITH_ANG_XX.wav
angry,../Dataset/crema-d/1001_TIE_ANG_XX.wav
disgust,../Dataset/crema-d/1003_IEO_DIS_HI.wav
disgust,../Dataset/crema-d/1007_IEO_DIS_MD.wav
disgust,../Dataset/crema-d/1010_TAI_DIS_XX.wav
disgust,../Dataset/crema-d/1005_TAI_DIS_XX.wav
angry,../Dataset/crema-d/1006_ITS_ANG_XX.wav
sad,../Dataset/crema-d/1008_IEO_SAD_MD.wav
happy,../Dataset/crema-d/1008_TSI_HAP_XX.wav
happy,../Dataset/crema-d/1008_IEO_HAP_LO.wav
angry,../Dataset/crema-d/1002_WSI_ANG_XX.wav
angry,../Dataset/crema-d/1002_DFA_ANG_XX.wav
neutral,../Dataset/crema-d/1004_TSI_NEU_XX.wav
sad,../Dataset/crema-d/1002_TAI_SAD_XX.wav
fear,../Dataset/crema-d/1007_IEO_FEA_MD.wav
fear,../Dataset/crema-d/1003_IEO_FEA_HI.wav
fear,../Dataset/crema-d/1005_TAI_FEA_XX.wav
fear,../Dataset/crema-d/1010_TAI_FEA_XX.wav
sad,../Dataset/crema-d/1004_IEO_SAD_HI.wav
angry,../Dataset/crema-d/1002_MTI_ANG_XX.wav
angry,../Dataset/crema-d/1009_TIE_ANG_XX.wav
sad,../Dataset/crema-d/1006_DFA_SAD_XX.wav
fear,../Dataset/crema-d/1001_DFA_FEA_XX.wav
disgust,../Dataset/crema-d/1004_ITH_DIS_XX.wav
fear,../Dataset/crema-d/1001_WSI_FEA_XX.wav
disgust,../Dataset/crema-d/1002_TIE_DIS_XX.wav
sad,../Dataset/crema-d/1006_WSI_SAD_XX.wav
angry,../Dataset/crema-d/1006_TAI_ANG_XX.wav
neutral,../Dataset/crema-d/1007_IWL_NEU_XX.wav
angry,../Dataset/crema-d/1004_IEO_ANG_MD.wav
happy,../Dataset/crema-d/1003_IWL_HAP_XX.wav
sad,../Dataset/crema-d/1006_MTI_SAD_XX.wav
fear,../Dataset/crema-d/1001_MTI_FEA_XX.wav
disgust,../Dataset/crema-d/1010_ITS_DIS_XX.wav
disgust,../Dataset/crema-d/1005_ITS_DIS_XX.wav
neutral,../Dataset/crema-d/1003_IOM_NEU_XX.wav
happy,../Dataset/crema-d/1007_IOM_HAP_XX.wav
disgust,../Dataset/crema-d/1009_DFA_DIS_XX.wav
neutral,../Dataset/crema-d/1006_IWW_NEU_XX.wav
disgust,../Dataset/crema-d/1009_WSI_DIS_XX.wav
happy,../Dataset/crema-d/1002_IWW_HAP_XX.wav
angry,../Dataset/crema-d/1008_TIE_ANG_XX.wav
angry,../Dataset/crema-d/1003_MTI_ANG_XX.wav
fear,../Dataset/crema-d/1002_IEO_FEA_HI.wav
fear,../Dataset/crema-d/1006_IEO_FEA_MD.wav
sad,../Dataset/crema-d/1003_TAI_SAD_XX.wav
happy,../Dataset/crema-d/1001_TSI_HAP_XX.wav
sad,../Dataset/crema-d/1005_IEO_SAD_HI.wav
sad,../Dataset/crema-d/1010_IEO_SAD_HI.wav
sad,../Dataset/crema-d/1001_IEO_SAD_MD.wav
fear,../Dataset/crema-d/1004_TAI_FEA_XX.wav
neutral,../Dataset/crema-d/1005_TSI_NEU_XX.wav
neutral,../Dataset/crema-d/1010_TSI_NEU_XX.wav
angry,../Dataset/crema-d/1003_DFA_ANG_XX.wav
happy,../Dataset/crema-d/1001_IEO_HAP_LO.wav
angry,../Dataset/crema-d/1003_WSI_ANG_XX.wav
happy,../Dataset/crema-d/1003_IWW_HAP_XX.wav
neutral,../Dataset/crema-d/1007_IWW_NEU_XX.wav
disgust,../Dataset/crema-d/1008_DFA_DIS_XX.wav
happy,../Dataset/crema-d/1006_IOM_HAP_XX.wav
sad,../Dataset/crema-d/1007_MTI_SAD_XX.wav
neutral,../Dataset/crema-d/1002_IOM_NEU_XX.wav
disgust,../Dataset/crema-d/1004_ITS_DIS_XX.wav
happy,../Dataset/crema-d/1002_IWL_HAP_XX.wav
angry,../Dataset/crema-d/1007_TAI_ANG_XX.wav
disgust,../Dataset/crema-d/1008_MTI_DIS_XX.wav
angry,../Dataset/crema-d/1001_IEO_ANG_HI.wav
angry,../Dataset/crema-d/1010_IEO_ANG_MD.wav
angry,../Dataset/crema-d/1005_IEO_ANG_MD.wav
neutral,../Dataset/crema-d/1006_IWL_NEU_XX.wav
sad,../Dataset/crema-d/1007_WSI_SAD_XX.wav
disgust,../Dataset/crema-d/1003_TIE_DIS_XX.wav
sad,../Dataset/crema-d/1007_DFA_SAD_XX.wav
disgust,../Dataset/crema-d/1005_ITH_DIS_XX.wav
disgust,../Dataset/crema-d/1010_ITH_DIS_XX.wav
fear,../Dataset/crema-d/1008_DFA_FEA_XX.wav
sad,../Dataset/crema-d/1003_ITS_SAD_XX.wav
angry,../Dataset/crema-d/1009_IEO_ANG_HI.wav
fear,../Dataset/crema-d/1004_ITS_FEA_XX.wav
fear,../Dataset/crema-d/1008_MTI_FEA_XX.wav
neutral,../Dataset/crema-d/1004_IEO_NEU_XX.wav
sad,../Dataset/crema-d/1002_ITH_SAD_XX.wav
fear,../Dataset/crema-d/1010_ITH_FEA_XX.wav
fear,../Dataset/crema-d/1005_ITH_FEA_XX.wav
sad,../Dataset/crema-d/1004_TIE_SAD_XX.wav
fear,../Dataset/crema-d/1003_TIE_FEA_XX.wav
happy,../Dataset/crema-d/1009_IEO_HAP_LO.wav
angry,../Dataset/crema-d/1007_ITS_ANG_XX.wav
happy,../Dataset/crema-d/1009_TSI_HAP_XX.wav
sad,../Dataset/crema-d/1009_IEO_SAD_MD.wav
disgust,../Dataset/crema-d/1006_IEO_DIS_MD.wav
disgust,../Dataset/crema-d/1002_IEO_DIS_HI.wav
disgust,../Dataset/crema-d/1004_TAI_DIS_XX.wav
angry,../Dataset/crema-d/1006_ITH_ANG_XX.wav
angry,../Dataset/crema-d/1004_WSI_ANG_XX.wav
happy,../Dataset/crema-d/1006_IEO_HAP_LO.wav
angry,../Dataset/crema-d/1004_DFA_ANG_XX.wav
neutral,../Dataset/crema-d/1002_TSI_NEU_XX.wav
fear,../Dataset/crema-d/1003_TAI_FEA_XX.wav
sad,../Dataset/crema-d/1006_IEO_SAD_MD.wav
sad,../Dataset/crema-d/1002_IEO_SAD_HI.wav
happy,../Dataset/crema-d/1006_TSI_HAP_XX.wav
sad,../Dataset/crema-d/1004_TAI_SAD_XX.wav
fear,../Dataset/crema-d/1001_IEO_FEA_MD.wav
angry,../Dataset/crema-d/1008_ITS_ANG_XX.wav
fear,../Dataset/crema-d/1010_IEO_FEA_HI.wav
fear,../Dataset/crema-d/1005_IEO_FEA_HI.wav
angry,../Dataset/crema-d/1004_MTI_ANG_XX.wav
disgust,../Dataset/crema-d/1009_IEO_DIS_MD.wav
angry,../Dataset/crema-d/1009_ITH_ANG_XX.wav
fear,../Dataset/crema-d/1007_DFA_FEA_XX.wav
disgust,../Dataset/crema-d/1002_ITH_DIS_XX.wav
disgust,../Dataset/crema-d/1004_TIE_DIS_XX.wav
fear,../Dataset/crema-d/1007_WSI_FEA_XX.wav
angry,../Dataset/crema-d/1002_IEO_ANG_MD.wav
neutral,../Dataset/crema-d/1001_IWL_NEU_XX.wav
angry,../Dataset/crema-d/1006_IEO_ANG_HI.wav
happy,../Dataset/crema-d/1010_IWL_HAP_XX.wav
happy,../Dataset/crema-d/1005_IWL_HAP_XX.wav
fear,../Dataset/crema-d/1007_MTI_FEA_XX.wav
disgust,../Dataset/crema-d/1003_ITS_DIS_XX.wav
neutral,../Dataset/crema-d/1005_IOM_NEU_XX.wav
neutral,../Dataset/crema-d/1010_IOM_NEU_XX.wav
happy,../Dataset/crema-d/1001_IOM_HAP_XX.wav
happy,../Dataset/crema-d/1004_IWW_HAP_XX.wav
fear,../Dataset/crema-d/1004_TIE_FEA_XX.wav
disgust,../Dataset/crema-d/1007_WSI_DIS_XX.wav
sad,../Dataset/crema-d/1003_TIE_SAD_XX.wav
fear,../Dataset/crema-d/1002_ITH_FEA_XX.wav
neutral,../Dataset/crema-d/1008_IWW_NEU_XX.wav
disgust,../Dataset/crema-d/1007_DFA_DIS_XX.wav
neutral,../Dataset/crema-d/1003_IEO_NEU_XX.wav
sad,../Dataset/crema-d/1005_ITH_SAD_XX.wav
sad,../Dataset/crema-d/1010_ITH_SAD_XX.wav
happy,../Dataset/crema-d/1009_IOM_HAP_XX.wav
sad,../Dataset/crema-d/1008_MTI_SAD_XX.wav
fear,../Dataset/crema-d/1003_ITS_FEA_XX.wav
neutral,../Dataset/crema-d/1009_IWL_NEU_XX.wav
disgust,../Dataset/crema-d/1007_MTI_DIS_XX.wav
sad,../Dataset/crema-d/1004_ITS_SAD_XX.wav
angry,../Dataset/crema-d/1008_TAI_ANG_XX.wav
sad,../Dataset/crema-d/1008_DFA_SAD_XX.wav
angry,../Dataset/crema-d/1001_ITH_ANG_XX.wav
angry,../Dataset/crema-d/1007_TIE_ANG_XX.wav
disgust,../Dataset/crema-d/1003_TAI_DIS_XX.wav
disgust,../Dataset/crema-d/1005_IEO_DIS_HI.wav
disgust,../Dataset/crema-d/1010_IEO_DIS_HI.wav
disgust,../Dataset/crema-d/1001_IEO_DIS_MD.wav
fear,../Dataset/crema-d/1009_IEO_FEA_MD.wav
neutral,../Dataset/crema-d/1009_IEO_NEU_XX.wav
fear,../Dataset/crema-d/1008_ITH_FEA_XX.wav
neutral,../Dataset/crema-d/1002_IWW_NEU_XX.wav
sad,../Dataset/crema-d/1009_TIE_SAD_XX.wav
happy,../Dataset/crema-d/1006_IWW_HAP_XX.wav
sad,../Dataset/crema-d/1002_MTI_SAD_XX.wav
neutral,../Dataset/crema-d/1007_IOM_NEU_XX.wav
disgust,../Dataset/crema-d/1001_ITS_DIS_XX.wav
fear,../Dataset/crema-d/1005_MTI_FEA_XX.wav
fear,../Dataset/crema-d/1010_MTI_FEA_XX.wav
happy,../Dataset/crema-d/1003_IOM_HAP_XX.wav
angry,../Dataset/crema-d/1002_TAI_ANG_XX.wav
angry,../Dataset/crema-d/1004_IEO_ANG_HI.wav
fear,../Dataset/crema-d/1009_ITS_FEA_XX.wav
neutral,../Dataset/crema-d/1003_IWL_NEU_XX.wav
happy,../Dataset/crema-d/1007_IWL_HAP_XX.wav
sad,../Dataset/crema-d/1002_DFA_SAD_XX.wav
fear,../Dataset/crema-d/1005_DFA_FEA_XX.wav
fear,../Dataset/crema-d/1010_DFA_FEA_XX.wav
fear,../Dataset/crema-d/1010_WSI_FEA_XX.wav
fear,../Dataset/crema-d/1005_WSI_FEA_XX.wav
disgust,../Dataset/crema-d/1006_TIE_DIS_XX.wav
sad,../Dataset/crema-d/1002_WSI_SAD_XX.wav
angry,../Dataset/crema-d/1006_MTI_ANG_XX.wav
disgust,../Dataset/crema-d/1009_TAI_DIS_XX.wav
fear,../Dataset/crema-d/1007_IEO_FEA_HI.wav
fear,../Dataset/crema-d/1003_IEO_FEA_MD.wav
sad,../Dataset/crema-d/1006_TAI_SAD_XX.wav
happy,../Dataset/crema-d/1004_TSI_HAP_XX.wav
sad,../Dataset/crema-d/1004_IEO_SAD_MD.wav
fear,../Dataset/crema-d/1001_TAI_FEA_XX.wav
angry,../Dataset/crema-d/1006_WSI_ANG_XX.wav
angry,../Dataset/crema-d/1006_DFA_ANG_XX.wav
happy,../Dataset/crema-d/1004_IEO_HAP_LO.wav
angry,../Dataset/crema-d/1002_ITS_ANG_XX.wav
sad,../Dataset/crema-d/1008_IEO_SAD_HI.wav
fear,../Dataset/crema-d/1009_TAI_FEA_XX.wav
neutral,../Dataset/crema-d/1008_TSI_NEU_XX.wav
disgust,../Dataset/crema-d/1003_IEO_DIS_MD.wav
disgust,../Dataset/crema-d/1007_IEO_DIS_HI.wav
disgust,../Dataset/crema-d/1001_TAI_DIS_XX.wav
angry,../Dataset/crema-d/1003_ITH_ANG_XX.wav
angry,../Dataset/crema-d/1010_TIE_ANG_XX.wav
angry,../Dataset/crema-d/1005_TIE_ANG_XX.wav
